Subtitle Block,label,score
...how often do you really lookat a man's shoes?,curiosity,0.6684159636497498
Andy crawled to freedomthrough 500 yards...,neutral,0.9184543490409851
...of shit-smelling foulnessI can't even imagine.,disgust,0.7728114724159241
Or maybe I just don't want to.,confusion,0.5217252373695374
Five hundred yards.,neutral,0.9683577418327332
That's the lengthof five football fields.,neutral,0.9528573155403137
Just shy of half a mile.,neutral,0.9657278656959534
"The next morning, right about the timeRaquel was spilling her little secret...",neutral,0.9198586940765381
...a man nobody everlaid eyes on before...,neutral,0.95586097240448
...strolled intothe Maine National Bank.,neutral,0.9700099229812622
"Until that moment, he didn't exist.",neutral,0.8558420538902283
-Except on paper.-May I help you?,caring,0.7107390761375427
He had all the proper ID--,neutral,0.6425130367279053
"Driver's license, birth certificate,Social Security card--",neutral,0.9700013995170593
--and the signaturewas a spot-on match.,neutral,0.9706811308860779
I must say I'm sorryto be losing your business.,sadness,0.632803738117218
I hope you'll enjoy living abroad.,optimism,0.8871700763702393
Thank you.,gratitude,0.98997563123703
I'm sure I will.,approval,0.6852988600730896
"Here's your cashier's check, sir.Will there be anything else?",curiosity,0.5819279551506042
Please.,neutral,0.9618798494338989
Would you add thisto your outgoing mail?,curiosity,0.627835750579834
I'd be happy to.,joy,0.8247963786125183
"Good day, sir.",gratitude,0.5938672423362732
Mr. Stevens visited nearlya dozen banks in the Portland area.,neutral,0.9692404270172119
"All told, he blew town...",neutral,0.8937240839004517
"...with better than $370,000of Warden Norton's money.",neutral,0.9674063920974731
Severance pay for 19 years.,neutral,0.9519113302230835
"Good morning,Portland Daily Bugle.",gratitude,0.2823685109615326
Byron Hadley?You have the right to remain silent.,approval,0.547950029373169
"If you give up this right, anything yousay can be held against you in court.",neutral,0.8628180623054504
"I wasn't there to see it, but I hearByron Hadley sobbed like a little girl...",sadness,0.652289867401123
...when they took him away.,neutral,0.9678124189376831
Norton had no intentionof going that quietly.,neutral,0.9292566776275635
Samuel Norton.,neutral,0.964065670967102
We have a warrant for your arrest.Open up.,neutral,0.9059309363365173
Norton. Open the door.,neutral,0.9657989144325256
I'm not sure which key.,confusion,0.9025802612304688
Norton!,neutral,0.9639416933059692
"Make it easy on yourself, Norton!",caring,0.6498700380325317
I like to think the last thingthat went through his head...,love,0.6542214751243591
...other than that bullet...,neutral,0.9671233296394348
...was to wonder how the hellAndy Dufresne ever got the best of him.,surprise,0.5499799251556396
Not long after the wardendeprived us of his company...,neutral,0.9611521363258362
...I got a postcard in the mail.,neutral,0.7845449447631836
"It was blank, but the postmark said...",neutral,0.9475936889648438
"...Fort Hancock, Texas.",neutral,0.9694195985794067
Fort Hancock...,neutral,0.9705442190170288
...right on the border.,neutral,0.9662095308303833
That's where Andy crossed.,neutral,0.9067975282669067
When I picture him heading southin his own car with the top down...,neutral,0.9603362083435059
...it always makes me laugh.,amusement,0.7821572422981262
Andy Dufresne...,neutral,0.9661588072776794
...who crawled througha river of shit...,neutral,0.5840364694595337
...and came out cleanon the other side.,neutral,0.9620936512947083
Andy Dufresne...,neutral,0.9661588072776794
...headed for the Pacific.,neutral,0.9702773094177246
"Hadley's got himby the throat, right?",neutral,0.5751345753669739
"He says, ""I believe this boy'sabout to have himself an accident.""",neutral,0.9408864974975586
Those of us who knew him besttalk about him often.,neutral,0.8721994757652283
"I swear, the stuff he pulled...",neutral,0.7782784104347229
"""My friends could use a couple of beers.""",neutral,0.9614382386207581
And he got it!,neutral,0.5526899099349976
"Sometimes it makes me sad,though...",sadness,0.9030391573905945
...Andy being gone.,neutral,0.950212299823761
I have to remind myself thatsome birds aren't meant to be caged.,neutral,0.6834245920181274
Their feathers are just too bright.,admiration,0.7195699214935303
And when they fly away...,neutral,0.963991105556488
...the part of you that knows it wasa sin to lock them up does rejoice.,joy,0.5504088401794434
But still...,neutral,0.928083062171936
...the place you live in is that muchmore drab and empty that they're gone.,neutral,0.3763054311275482
I guess I just miss my friend.,sadness,0.9076613783836365
Please sit down.,neutral,0.9554631114006042
Ellis Boyd Redding...,neutral,0.9688272476196289
...your files say you've served,neutral,0.9682573676109314
You feel you've been rehabilitated?,curiosity,0.41339051723480225
Rehabilitated?,neutral,0.6018762588500977
"Well, now, let me see.",neutral,0.9325500726699829
I don't have any idea what that means.,confusion,0.9258153438568115
It means you're readyto rejoin society--,neutral,0.915967583656311
"I know what you think it means, sonny.",neutral,0.7297500371932983
To me it's just a made-up word.,neutral,0.8270083069801331
A politician's word so that...,neutral,0.9662540555000305
...young fellas like yourselfcan wear a suit and a tie...,neutral,0.9658883213996887
...and have a job.,neutral,0.958879292011261
What do you really want to know?,curiosity,0.6367256045341492
Am I sorry for what I did?,remorse,0.750024139881134
"Well, are you?",curiosity,0.587122917175293
There's not a day goes byI don't feel regret.,remorse,0.7796564698219299
Not because I'm in hereor because you think I should.,neutral,0.8044025301933289
I look back on the way I was then...,neutral,0.8547999858856201
...a young...,neutral,0.9680194854736328
...stupid kid who committedthat terrible crime.,anger,0.5796055793762207
I want to talk to him.,desire,0.6306585073471069
I want to tryand talk some sense to him.,desire,0.7279075980186462
Tell him the way things are.,neutral,0.9407945871353149
But I can't.,disapproval,0.7552540302276611
That kid's long gone...,sadness,0.7671021819114685
...and this old man is all that's left.,neutral,0.9657801389694214
I got to live with that.,neutral,0.3372321128845215
Rehabilitated?,neutral,0.6018762588500977
It's just a bullshit word.,annoyance,0.6451032161712646
"So you go on and stamp your forms,sonny, and stop wasting my time.",annoyance,0.6156099438667297
Because to tell you the truth...,neutral,0.9265941381454468
...I don't give a shit.,anger,0.5959194302558899
"Here you go, miss.",neutral,0.6370954513549805
"Restroom break, boss?",neutral,0.6208357810974121
You don't need to ask me every time youneed to go take a piss. Just go. Understand?,annoyance,0.4702032208442688
"Yes, sir.",approval,0.5350232124328613
Forty years I've been askingpermission to piss.,neutral,0.8131596446037292
I can't squeeze a drop without say-so.,neutral,0.8461744785308838
There's a harsh truth to face.,neutral,0.48206090927124023
No way I'm going to make iton the outside.,disapproval,0.8450170755386353
All I do anymore is think of waysto break my parole...,neutral,0.7775914669036865
...so maybe they'd send me back.,neutral,0.9583174586296082
"Terrible thing, to live in fear.",fear,0.8900077939033508
Brooks Hatlen knew it.,neutral,0.8355509042739868
Knew it all too well.,approval,0.581037163734436
All I want is to be backwhere things make sense.,desire,0.7354298233985901
Where I won't have to be afraidall the time.,fear,0.39901140332221985
Only one thing stops me.,neutral,0.6720529794692993
A promise I made to Andy.,neutral,0.7123546600341797
There it is.,neutral,0.7693536877632141
"Much obliged, sir.",approval,0.50589519739151
Dear Red:,neutral,0.9679635167121887
"If you're reading this,you've gotten out...",neutral,0.910525918006897
"...and if you've come this far,maybe you're willing to come a little further.",neutral,0.8450005650520325
"You remember the nameof the town, don't you?",curiosity,0.4998990595340729
Zihuatanejo.,neutral,0.9658508896827698
I could use a good manto help me get my project on wheels.,desire,0.48468661308288574
"I'll keep an eye out for you,and the chessboard ready.",neutral,0.8752043843269348
"Remember, Red...",neutral,0.8862572908401489
...hope is a good thing...,optimism,0.9369509220123291
...maybe the best of things.,optimism,0.5893240571022034
And no good thing ever dies.,neutral,0.44986850023269653
I will be hopingthat this letter finds you...,optimism,0.885317862033844
...and finds you well.,neutral,0.8503589034080505
Your friend...,neutral,0.9661105871200562
...Andy.,neutral,0.9677382707595825
"""Get busy living...",neutral,0.9414074420928955
"...or get busy dying.""",neutral,0.9641323685646057
That's goddamn right.,approval,0.8702527284622192
For the second time in my life...,neutral,0.8150138258934021
...I'm guilty of committing a crime.,remorse,0.6898302435874939
Parole violation.,neutral,0.8207004070281982
"Of course, I doubt they'll toss upany roadblocks for that.",disapproval,0.4250125288963318
Not for an old crook like me.,neutral,0.7648823261260986
"Fort Hancock, Texas, please.",neutral,0.9648514986038208
I find I'm so excited I can barelysit still or hold a thought in my head.,excitement,0.7830899953842163
I think it's the excitementonly a free man can feel.,excitement,0.7946836352348328
A free man at the startof a long journey...,neutral,0.8946114778518677
...whose conclusion is uncertain.,neutral,0.6776072382926941
I hope I can make it across the border.,optimism,0.9226930141448975
I hope to see my friendand shake his hand.,optimism,0.7856042385101318
I hope the Pacific is as blueas it has been in my dreams.,optimism,0.8590484261512756
I hope.,optimism,0.8971239924430847
English,neutral,0.9530590772628784
